model,dataset,pct,trial,train_time,test_acc
Perceptron,face,0.8,1,0.4424920082092285,0.7933333333333333
Perceptron,face,0.8,2,0.4809720516204834,0.8066666666666666
Perceptron,face,0.8,3,0.4446263313293457,0.7866666666666666
Perceptron,face,0.8,4,0.4496698379516601,0.7666666666666667
Perceptron,face,0.9,0,0.4995541572570801,0.84
Perceptron,face,0.9,1,0.5055608749389648,0.8333333333333334
Perceptron,face,0.9,2,0.6648719310760498,0.8533333333333334
Perceptron,face,0.9,3,0.6467792987823486,0.7866666666666666
Perceptron,face,0.9,4,0.731356143951416,0.8266666666666667
Perceptron,face,1.0,0,0.5762691497802734,0.84
Perceptron,face,1.0,1,0.5957357883453369,0.84
Perceptron,face,1.0,2,0.5319890975952148,0.8533333333333334
Perceptron,face,1.0,3,0.5859289169311523,0.8666666666666667
Perceptron,face,1.0,4,0.6489930152893066,0.86
Perceptron,face,0.1,0,0.2268919944763183,0.5133333333333333
Perceptron,face,0.1,1,0.2254178524017334,0.52
Perceptron,face,0.1,2,0.2286949157714843,0.6
Perceptron,face,0.1,3,0.2291889190673828,0.52
Perceptron,face,0.1,4,0.2915780544281006,0.52
Perceptron,face,0.2,0,0.256850004196167,0.5266666666666666
Perceptron,face,0.2,1,0.2423920631408691,0.5333333333333333
Perceptron,face,0.2,2,0.2446050643920898,0.5266666666666666
Perceptron,face,0.2,3,0.230098009109497,0.5533333333333333
Perceptron,face,0.2,4,0.2251651287078857,0.5133333333333333
Perceptron,face,0.3,0,0.2817630767822265,0.66
Perceptron,face,0.3,1,0.2653141021728515,0.6066666666666667
Perceptron,face,0.3,2,0.2802200317382812,0.58
Perceptron,face,0.3,3,0.2518668174743652,0.72
Perceptron,face,0.3,4,0.2549488544464111,0.6733333333333333
Perceptron,face,0.4,0,0.2717962265014648,0.8266666666666667
Perceptron,face,0.4,1,0.2763049602508545,0.7666666666666667
Perceptron,face,0.4,2,0.2673971652984619,0.7533333333333333
Perceptron,face,0.4,3,0.2974050045013428,0.76
Perceptron,face,0.4,4,0.2968189716339111,0.76
Perceptron,face,0.5,0,0.3196070194244385,0.82
Perceptron,face,0.5,1,0.3877170085906982,0.8066666666666666
Perceptron,face,0.5,2,0.382498025894165,0.84
Perceptron,face,0.5,3,0.3427090644836426,0.8533333333333334
Perceptron,face,0.5,4,0.365231990814209,0.7733333333333333
Perceptron,face,0.6,0,0.3826491832733154,0.82
Perceptron,face,0.6,1,0.3147270679473877,0.8466666666666667
Perceptron,face,0.6,2,0.3372201919555664,0.86
Perceptron,face,0.6,3,0.3798542022705078,0.8266666666666667
Perceptron,face,0.6,4,0.3525431156158447,0.84
Perceptron,face,0.7,0,0.3681123256683349,0.8266666666666667
Perceptron,face,0.7,1,0.4074628353118896,0.8333333333333334
Perceptron,face,0.7,2,0.4385499954223633,0.8333333333333334
Perceptron,face,0.7,3,0.4330430030822754,0.8666666666666667
Perceptron,face,0.7,4,0.3674309253692627,0.86
Perceptron,face,0.8,0,0.4927899837493896,0.8533333333333334
Perceptron,face,0.8,1,0.5156629085540771,0.8266666666666667
Perceptron,face,0.8,2,0.4953582286834717,0.8533333333333334
Perceptron,face,0.8,3,0.4683268070220947,0.8533333333333334
Perceptron,face,0.8,4,0.4963400363922119,0.86
Perceptron,face,0.9,0,0.540783166885376,0.8666666666666667
Perceptron,face,0.9,1,0.4919378757476806,0.8533333333333334
Perceptron,face,0.9,2,0.4935998916625976,0.86
Perceptron,face,0.9,3,0.4929530620574951,0.8266666666666667
Perceptron,face,0.9,4,0.5127012729644775,0.8733333333333333
Perceptron,face,1.0,0,0.6689517498016357,0.8666666666666667
Perceptron,face,1.0,1,0.6556642055511475,0.8266666666666667
Perceptron,face,1.0,2,0.7418780326843262,0.86
Perceptron,face,1.0,3,0.6244528293609619,0.8666666666666667
Perceptron,face,1.0,4,0.6032238006591797,0.8533333333333334
Perceptron,face,0.1,0,0.22941803932189941,0.5133333333333333
Perceptron,face,0.1,1,0.22496294975280762,0.5933333333333334
Perceptron,face,0.1,2,0.227783203125,0.5133333333333333
Perceptron,face,0.1,3,0.25389528274536133,0.58
Perceptron,face,0.1,4,0.25975799560546875,0.5266666666666666
Perceptron,face,0.2,0,0.24936604499816895,0.5266666666666666
Perceptron,face,0.2,1,0.23511290550231934,0.52
Perceptron,face,0.2,2,0.23409104347229004,0.5466666666666666
Perceptron,face,0.2,3,0.23549485206604004,0.5333333333333333
Perceptron,face,0.2,4,0.23392510414123535,0.5866666666666667
Perceptron,face,0.3,0,0.24779105186462402,0.5666666666666667
Perceptron,face,0.3,1,0.2545599937438965,0.6933333333333334
Perceptron,face,0.3,2,0.2479541301727295,0.6733333333333333
Perceptron,face,0.3,3,0.24887967109680176,0.7333333333333333
Perceptron,face,0.3,4,0.2506532669067383,0.7
Perceptron,face,0.4,0,0.29430723190307617,0.6933333333333334
Perceptron,face,0.4,1,0.2768368721008301,0.6933333333333334
Perceptron,face,0.4,2,0.2820100784301758,0.7933333333333333
Perceptron,face,0.4,3,0.2766761779785156,0.74
Perceptron,face,0.4,4,0.29289793968200684,0.7533333333333333
Perceptron,face,0.5,0,0.3662881851196289,0.8
Perceptron,face,0.5,1,0.32598185539245605,0.8133333333333334
Perceptron,face,0.5,2,0.33432602882385254,0.8533333333333334
Perceptron,face,0.5,3,0.360882043838501,0.7933333333333333
Perceptron,face,0.5,4,0.3339383602142334,0.7933333333333333
Perceptron,face,0.6,0,0.36808300018310547,0.84
Perceptron,face,0.6,1,0.3870542049407959,0.84
Perceptron,face,0.6,2,0.390949010848999,0.82
Perceptron,face,0.6,3,0.36292195320129395,0.8666666666666667
Perceptron,face,0.6,4,0.4087080955505371,0.86
Perceptron,face,0.7,0,0.43711090087890625,0.8733333333333333
Perceptron,face,0.7,1,0.4069371223449707,0.8533333333333334
Perceptron,face,0.7,2,0.44274115562438965,0.8666666666666667
Perceptron,face,0.7,3,0.43775105476379395,0.8666666666666667
Perceptron,face,0.7,4,0.4151780605316162,0.8466666666666667
Perceptron,face,0.8,0,0.4993889331817627,0.8666666666666667
Perceptron,face,0.8,1,0.6671240329742432,0.88
Perceptron,face,0.8,2,0.4703340530395508,0.8133333333333334
Perceptron,face,0.8,3,0.49571800231933594,0.8133333333333334
Perceptron,face,0.8,4,0.5566551685333252,0.84
Perceptron,face,0.9,0,0.5874919891357422,0.8333333333333334
Perceptron,face,0.9,1,0.5584709644317627,0.8466666666666667
Perceptron,face,0.9,2,0.5904150009155273,0.8466666666666667
Perceptron,face,0.9,3,0.5760378837585449,0.8333333333333334
Perceptron,face,0.9,4,0.5460751056671143,0.8666666666666667
Perceptron,face,1.0,0,0.6609799861907959,0.8866666666666667
Perceptron,face,1.0,1,0.6133220195770264,0.8466666666666667
Perceptron,face,1.0,2,0.58489990234375,0.88
Perceptron,face,1.0,3,0.6566190719604492,0.8733333333333333
Perceptron,face,1.0,4,0.6406998634338379,0.84
