pct,samples,trial,train_sec,test_err,val_acc
0.1,45,1,0.7110240459442139,0.24,0.770764119601329
0.1,45,2,0.8323287963867188,0.32666666666666666,0.6677740863787376
0.1,45,3,0.9491188526153564,0.2866666666666666,0.7641196013289037
0.1,45,4,0.7030861377716064,0.3533333333333334,0.6179401993355482
0.1,45,5,0.7714560031890869,0.31333333333333335,0.6943521594684385
0.2,90,1,1.4207947254180908,0.17333333333333334,0.7873754152823921
0.2,90,2,1.717362880706787,0.19999999999999996,0.8372093023255814
0.2,90,3,1.464676856994629,0.4066666666666666,0.6212624584717608
0.2,90,4,1.4624781608581543,0.18000000000000005,0.8006644518272426
0.2,90,5,1.5108001232147217,0.2533333333333333,0.7973421926910299
0.30000000000000004,135,1,2.312333106994629,0.15333333333333332,0.7873754152823921
0.30000000000000004,135,2,2.9008939266204834,0.1266666666666667,0.8504983388704319
0.30000000000000004,135,3,2.5724470615386963,0.16666666666666663,0.8372093023255814
0.30000000000000004,135,4,2.2832441329956055,0.1333333333333333,0.8438538205980066
0.30000000000000004,135,5,2.184875965118408,0.2866666666666666,0.6677740863787376
0.4,180,1,3.297924280166626,0.1266666666666667,0.8837209302325582
0.4,180,2,3.363085985183716,0.11333333333333329,0.8239202657807309
0.4,180,3,3.4541280269622803,0.18000000000000005,0.8504983388704319
0.4,180,4,3.376697063446045,0.1466666666666666,0.8604651162790697
0.4,180,5,3.5522778034210205,0.15333333333333332,0.8504983388704319
0.5,225,1,4.7350850105285645,0.16666666666666663,0.8272425249169435
0.5,225,2,4.23139500617981,0.1466666666666666,0.893687707641196
0.5,225,3,4.007396936416626,0.1333333333333333,0.8471760797342193
0.5,225,4,4.012197017669678,0.16666666666666663,0.8604651162790697
0.5,225,5,4.18044376373291,0.18000000000000005,0.840531561461794
0.6000000000000001,270,1,3.3347949981689453,0.1333333333333333,0.8837209302325582
0.6000000000000001,270,2,4.584213972091675,0.1466666666666666,0.8870431893687708
0.6000000000000001,270,3,4.507882118225098,0.09999999999999998,0.867109634551495
0.6000000000000001,270,4,4.444750785827637,0.1266666666666667,0.8704318936877077
0.6000000000000001,270,5,4.8932390213012695,0.1466666666666666,0.8704318936877077
0.7000000000000001,315,1,5.642974853515625,0.16000000000000003,0.8637873754152824
0.7000000000000001,315,2,5.225171089172363,0.19333333333333336,0.8604651162790697
0.7000000000000001,315,3,4.964130163192749,0.1466666666666666,0.8903654485049833
0.7000000000000001,315,4,5.1315882205963135,0.07999999999999996,0.8903654485049833
0.7000000000000001,315,5,5.3377320766448975,0.10666666666666669,0.8970099667774086
0.8,360,1,5.552210092544556,0.1266666666666667,0.8737541528239202
0.8,360,2,5.962975263595581,0.1266666666666667,0.867109634551495
0.8,360,3,5.023165941238403,0.1333333333333333,0.8870431893687708
0.8,360,4,5.011794090270996,0.16000000000000003,0.8471760797342193
0.8,360,5,5.000800132751465,0.12,0.893687707641196
0.9,405,1,5.679980039596558,0.12,0.9003322259136213
0.9,405,2,5.6708409786224365,0.14,0.8737541528239202
0.9,405,3,5.662459135055542,0.1266666666666667,0.9003322259136213
0.9,405,4,5.4747090339660645,0.14,0.8903654485049833
0.9,405,5,5.565909147262573,0.14,0.8770764119601329
1.0,451,1,6.073765754699707,0.14,0.8870431893687708
1.0,451,2,6.092057943344116,0.1466666666666666,0.8803986710963455
1.0,451,3,6.151926040649414,0.14,0.8903654485049833
1.0,451,4,6.098800182342529,0.14,0.8770764119601329
1.0,451,5,6.383096933364868,0.1466666666666666,0.8803986710963455
