model,dataset,pct,trial,train_time,test_acc
Perceptron,digit,0.9,4,2.527448892593384,0.589
Perceptron,digit,1.0,0,2.993303060531616,0.622
Perceptron,digit,1.0,1,2.8922340869903564,0.628
Perceptron,digit,1.0,2,2.912961006164551,0.607
Perceptron,digit,1.0,3,3.1079533100128174,0.565
Perceptron,digit,1.0,4,2.9876978397369385,0.592
Perceptron,digit,0.1,0,0.2560770511627197,0.425
Perceptron,digit,0.1,1,0.2393219470977783,0.459
Perceptron,digit,0.1,2,0.3843910694122314,0.45
Perceptron,digit,0.1,3,0.2193970680236816,0.373
Perceptron,digit,0.1,4,0.1576261520385742,0.479
Perceptron,digit,0.2,0,0.2502632141113281,0.463
Perceptron,digit,0.2,1,0.2942769527435303,0.493
Perceptron,digit,0.2,2,0.2328979969024658,0.47
Perceptron,digit,0.2,3,0.2185678482055664,0.503
Perceptron,digit,0.2,4,0.2852442264556885,0.514
Perceptron,digit,0.3,0,0.5006871223449707,0.666
Perceptron,digit,0.3,1,0.3378670215606689,0.652
Perceptron,digit,0.3,2,0.4257481098175049,0.67
Perceptron,digit,0.3,3,0.487598180770874,0.666
Perceptron,digit,0.3,4,0.4670367240905761,0.663
Perceptron,digit,0.4,0,0.5870070457458496,0.585
Perceptron,digit,0.4,1,0.4758360385894775,0.584
Perceptron,digit,0.4,2,0.4867310523986816,0.586
Perceptron,digit,0.4,3,0.4916958808898926,0.604
Perceptron,digit,0.4,4,0.462548017501831,0.645
Perceptron,digit,0.5,0,0.7707371711730957,0.508
Perceptron,digit,0.5,1,0.7051188945770264,0.582
Perceptron,digit,0.5,2,0.7178940773010254,0.551
Perceptron,digit,0.5,3,0.6617288589477539,0.59
Perceptron,digit,0.5,4,0.717108964920044,0.585
Perceptron,digit,0.6,0,0.8174521923065186,0.567
Perceptron,digit,0.6,1,1.190514087677002,0.578
Perceptron,digit,0.6,2,1.090506076812744,0.604
Perceptron,digit,0.6,3,0.9937949180603028,0.587
Perceptron,digit,0.6,4,0.904088020324707,0.54
Perceptron,digit,0.7,0,1.4309930801391602,0.569
Perceptron,digit,0.7,1,1.3618650436401367,0.572
Perceptron,digit,0.7,2,1.279953956604004,0.595
Perceptron,digit,0.7,3,1.3863298892974854,0.548
Perceptron,digit,0.7,4,1.2163398265838623,0.613
Perceptron,digit,0.8,0,1.467231035232544,0.637
Perceptron,digit,0.8,1,1.3683319091796875,0.607
Perceptron,digit,0.8,2,1.9162449836730957,0.592
Perceptron,digit,0.8,3,1.5710937976837158,0.609
Perceptron,digit,0.8,4,1.8417441844940183,0.603
Perceptron,digit,0.9,0,1.9727778434753416,0.611
Perceptron,digit,0.9,1,1.838850975036621,0.607
Perceptron,digit,0.9,2,1.9713680744171145,0.597
Perceptron,digit,0.9,3,2.126394033432007,0.568
Perceptron,digit,0.9,4,1.803210973739624,0.687
Perceptron,digit,1.0,0,2.639799118041992,0.568
Perceptron,digit,1.0,1,2.4948410987854004,0.538
Perceptron,digit,1.0,2,2.4522738456726074,0.565
Perceptron,digit,1.0,3,2.431708335876465,0.556
Perceptron,digit,1.0,4,2.4780917167663574,0.588
Perceptron,digit,0.1,0,0.2072019577026367,0.459
Perceptron,digit,0.1,1,0.2102129459381103,0.494
Perceptron,digit,0.1,2,0.2110490798950195,0.555
Perceptron,digit,0.1,3,0.2059459686279297,0.461
Perceptron,digit,0.1,4,0.204888105392456,0.497
Perceptron,digit,0.2,0,0.2914378643035888,0.638
Perceptron,digit,0.2,1,0.2645821571350097,0.634
Perceptron,digit,0.2,2,0.3023788928985595,0.66
Perceptron,digit,0.2,3,0.3526992797851562,0.626
Perceptron,digit,0.2,4,0.2990469932556152,0.625
Perceptron,digit,0.3,0,0.4630341529846191,0.66
Perceptron,digit,0.3,1,0.4669780731201172,0.726
Perceptron,digit,0.3,2,0.3896310329437256,0.71
Perceptron,digit,0.3,3,0.412410020828247,0.744
Perceptron,digit,0.3,4,0.3923790454864502,0.743
Perceptron,digit,0.4,0,0.6209228038787842,0.777
Perceptron,digit,0.4,1,0.490365982055664,0.76
Perceptron,digit,0.4,2,0.506382942199707,0.776
Perceptron,digit,0.4,3,0.4845507144927978,0.762
Perceptron,digit,0.4,4,0.5151419639587402,0.767
Perceptron,digit,0.5,0,0.7150721549987793,0.707
Perceptron,digit,0.5,1,0.7356581687927246,0.716
Perceptron,digit,0.5,2,0.6463439464569092,0.724
Perceptron,digit,0.5,3,0.7241389751434326,0.715
Perceptron,digit,0.5,4,0.5948469638824463,0.712
Perceptron,digit,0.6,0,0.8978121280670166,0.757
Perceptron,digit,0.6,1,0.8605430126190186,0.748
Perceptron,digit,0.6,2,1.0664660930633545,0.761
Perceptron,digit,0.6,3,0.8792121410369873,0.761
Perceptron,digit,0.6,4,0.8229231834411621,0.745
Perceptron,digit,0.7,0,1.340512990951538,0.78
Perceptron,digit,0.7,1,1.1744859218597412,0.802
Perceptron,digit,0.7,2,1.1112301349639893,0.77
Perceptron,digit,0.7,3,1.0764949321746826,0.818
Perceptron,digit,0.7,4,1.28725004196167,0.804
Perceptron,digit,0.8,0,1.3576698303222656,0.811
Perceptron,digit,0.8,1,1.387217998504639,0.823
Perceptron,digit,0.8,2,1.4567973613739014,0.804
Perceptron,digit,0.8,3,1.6307249069213867,0.819
Perceptron,digit,0.8,4,1.6129510402679443,0.818
Perceptron,digit,0.9,0,1.6244430541992188,0.795
Perceptron,digit,0.9,1,1.6629340648651123,0.808
Perceptron,digit,0.9,2,1.8929810523986816,0.813
Perceptron,digit,0.9,3,1.8046460151672363,0.758
Perceptron,digit,0.9,4,2.388866901397705,0.815
Perceptron,digit,1.0,0,2.583140134811402,0.768
Perceptron,digit,1.0,1,1.751427173614502,0.814
Perceptron,digit,1.0,2,2.089657783508301,0.808
Perceptron,digit,1.0,3,2.377157926559448,0.811
Perceptron,digit,1.0,4,1.966962814331055,0.829
Perceptron,digit,0.1,0,0.19400691986083984,0.509
Perceptron,digit,0.1,1,0.20097899436950684,0.519
Perceptron,digit,0.1,2,0.20019888877868652,0.53
Perceptron,digit,0.1,3,0.2001030445098877,0.511
Perceptron,digit,0.1,4,0.20003294944763184,0.515
Perceptron,digit,0.2,0,0.24472403526306152,0.622
Perceptron,digit,0.2,1,0.24589991569519043,0.639
Perceptron,digit,0.2,2,0.24633288383483887,0.62
Perceptron,digit,0.2,3,0.24338006973266602,0.646
Perceptron,digit,0.2,4,0.24618124961853027,0.631
Perceptron,digit,0.3,0,0.31400012969970703,0.728
Perceptron,digit,0.3,1,0.31626176834106445,0.735
Perceptron,digit,0.3,2,0.3130769729614258,0.715
Perceptron,digit,0.3,3,0.3251798152923584,0.72
Perceptron,digit,0.3,4,0.3216869831085205,0.75
Perceptron,digit,0.4,0,0.4289999008178711,0.761
Perceptron,digit,0.4,1,0.42548608779907227,0.758
Perceptron,digit,0.4,2,0.4253981113433838,0.788
Perceptron,digit,0.4,3,0.4254791736602783,0.737
Perceptron,digit,0.4,4,0.42062807083129883,0.753
Perceptron,digit,0.5,0,0.5617759227752686,0.732
Perceptron,digit,0.5,1,0.5831069946289062,0.726
Perceptron,digit,0.5,2,0.6399679183959961,0.726
Perceptron,digit,0.5,3,0.5469450950622559,0.69
Perceptron,digit,0.5,4,0.553987979888916,0.723
Perceptron,digit,0.6,0,0.7141299247741699,0.755
Perceptron,digit,0.6,1,0.7188601493835449,0.78
Perceptron,digit,0.6,2,0.7418060302734375,0.754
Perceptron,digit,0.6,3,0.782850980758667,0.76
Perceptron,digit,0.6,4,0.7849011421203613,0.756
Perceptron,digit,0.7,0,0.9573681354522705,0.784
Perceptron,digit,0.7,1,0.9393010139465332,0.786
Perceptron,digit,0.7,2,0.9397039413452148,0.788
Perceptron,digit,0.7,3,1.0960619449615479,0.797
Perceptron,digit,0.7,4,0.9670689105987549,0.809
Perceptron,digit,0.8,0,1.158437728881836,0.821
Perceptron,digit,0.8,1,1.422379970550537,0.804
Perceptron,digit,0.8,2,1.2753920555114746,0.801
Perceptron,digit,0.8,3,1.1773018836975098,0.793
Perceptron,digit,0.8,4,1.2899930477142334,0.813
Perceptron,digit,0.9,0,1.4611241817474365,0.791
Perceptron,digit,0.9,1,1.6286799907684326,0.808
Perceptron,digit,0.9,2,1.4496471881866455,0.796
Perceptron,digit,0.9,3,1.4555411338806152,0.811
Perceptron,digit,0.9,4,1.4915649890899658,0.788
Perceptron,digit,1.0,0,1.7361769676208496,0.816
Perceptron,digit,1.0,1,1.7684638500213623,0.821
Perceptron,digit,1.0,2,1.90348219871521,0.807
Perceptron,digit,1.0,3,1.9479801654815674,0.818
Perceptron,digit,1.0,4,1.8309860229492188,0.8
